,D,DevE2R,DevR2E,DevtE2R,DevtR2E,HitRate_0.5F,HitRate_0.5P,HitRate_0.5R,HitRate_3F,HitRate_3P,HitRate_3R,HitRate_t0.5F,HitRate_t0.5P,HitRate_t0.5R,HitRate_t3F,HitRate_t3P,HitRate_t3R,HitRate_w0.5F,HitRate_w3F,HitRate_wt0.5F,HitRate_wt3F,PWF,PWP,PWR,Sf,So,Su,ds_name,track_id
176,0.6800694003255598,0.5572800000000004,0.0,0.6037199999999956,0.5572799999999916,0.4444444444444444,0.36363636363636365,0.5714285714285714,0.6666666666666665,0.5454545454545454,0.8571428571428571,0.2857142857142857,0.2222222222222222,0.4,0.5714285714285714,0.4444444444444444,0.8,0.40027555635426965,0.6004133345314044,0.2502153154839918,0.5004306309679836,0.8457708336321731,0.7943001863802919,0.904374281584565,0.8022940183905128,0.8506543610474333,0.7591365333337142,SALAMI,SALAMI_1374
177,0.8848032595143541,0.0,0.0,,,0.8,0.6666666666666666,1.0,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7277281637987367,0.7277281637987367,0.0,0.0,0.9902394456441777,1.0,0.9806675863624933,0.0,0.9208633785363023,0.0,SALAMI,SALAMI_1376
178,0.9318118957111888,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9983721239237174,0.997382067883038,0.9993641474851158,0.9953547847466265,0.9959112560913236,0.9947989349180085,SALAMI,SALAMI_1378
179,0.535495289456252,1.2538750000000007,0.6501599999999996,1.2770949999999957,0.6501599999999996,0.24000000000000005,0.1875,0.3333333333333333,0.64,0.5,0.8888888888888888,0.09523809523809523,0.07142857142857142,0.14285714285714285,0.5714285714285714,0.42857142857142855,0.8571428571428571,0.21070445037734659,0.561878534339591,0.08171301391640375,0.4902780834984225,0.9166743719209589,0.9408388669770297,0.8937200753870664,0.8653805883788821,0.8610341995566436,0.8697710798381779,SALAMI,SALAMI_1380
180,0.733039747636241,0.5108399999999982,0.0,7.337510000000002,0.2554199999999991,0.5454545454545454,0.42857142857142855,0.75,0.7272727272727273,0.5714285714285714,1.0,0.28571428571428575,0.2,0.5,0.5714285714285715,0.4,1.0,0.48039685582822084,0.6405291411042945,0.23558031307290933,0.47116062614581866,0.9758351040925012,0.9929089181984665,0.959338557535378,0.9477162176884439,0.9211365634978181,0.9758753756748436,SALAMI,SALAMI_1382
181,0.9030014271023209,0.0,0.0,0.0,0.0,0.8799999999999999,0.8461538461538461,0.9166666666666666,0.9600000000000001,0.9230769230769231,1.0,0.8571428571428572,0.8181818181818182,0.9,0.9523809523809523,0.9090909090909091,1.0,0.8628615702479339,0.9413035311795642,0.83734335839599,0.9303815093288778,0.984228302771976,0.9848521399660128,0.9836052553949488,0.9792298882310607,0.9792359979734913,0.9792237785648705,SALAMI,SALAMI_1384
182,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,SALAMI,SALAMI_1386
183,0.6791021639370379,0.6501599999999996,0.0,0.6965900000000005,0.0,0.5333333333333333,0.47058823529411764,0.6153846153846154,0.7333333333333334,0.6470588235294118,0.8461538461538461,0.4615384615384615,0.4,0.5454545454545454,0.6923076923076923,0.6,0.8181818181818182,0.5002152228023881,0.6877959313532837,0.42878227203696173,0.6431734080554428,0.8676422842836335,0.8083656876310176,0.9363001813797727,0.8796770161563814,0.9009922045774402,0.8593470464614744,SALAMI,SALAMI_1387
184,0.8668666717710959,0.0,0.0,0.0,0.0,0.7999999999999999,0.75,0.8571428571428571,0.9333333333333333,0.875,1.0,0.7272727272727272,0.6666666666666666,0.8,0.9090909090909091,0.8333333333333334,1.0,0.7743655116467724,0.9034264302545679,0.6958604530070295,0.8698255662587869,0.9973317217867869,0.9955392193656915,0.9991306907750163,0.9926459968575035,0.9936987385596782,0.9915954833803953,SALAMI,SALAMI_1388
185,0.5767999962061024,1.2074399999999912,0.5572799999999916,4.73687000000001,0.6037200000000027,0.33333333333333337,0.26666666666666666,0.4444444444444444,0.5833333333333334,0.4666666666666667,0.7777777777777778,0.2,0.15384615384615385,0.2857142857142857,0.5,0.38461538461538464,0.7142857142857143,0.29652310901062817,0.5189154407685993,0.17406934639331023,0.4351733659832756,0.8096631116407977,0.7976495658390212,0.8220440674875579,0.812378678984034,0.820318909001957,0.8045906893695484,SALAMI,SALAMI_1390
186,0.5067281495551047,5.665669999999999,0.4643999999999977,11.842169999999996,0.46440000000000037,0.3846153846153846,0.2631578947368421,0.7142857142857143,0.46153846153846156,0.3157894736842105,0.8571428571428571,0.2727272727272727,0.17647058823529413,0.6,0.3636363636363636,0.23529411764705882,0.8,0.3129038904602244,0.37548466855226925,0.2146022909752703,0.2861363879670271,0.7350279296269518,0.8266329151214367,0.6617002845947069,0.7087033444330868,0.6673086078839425,0.755573352556957,SALAMI,SALAMI_1391
187,0.9094368499649522,0.0,0.0,0.0,0.0,0.8000000000000002,0.8,0.8,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,0.8,1.0,0.6666666666666667,1.0,0.9810980908861541,0.9860798879387205,0.9761663781063403,0.9691875122432367,0.9674450693912434,0.9709362429668978,SALAMI,SALAMI_1392
188,0.7087228992512257,0.650154999999998,0.0,1.6486149999999995,0.6501499999999965,0.47058823529411764,0.4,0.5714285714285714,0.8235294117647058,0.7,1.0,0.3076923076923077,0.25,0.4,0.7692307692307693,0.625,1.0,0.432673940492764,0.757179395862337,0.27605866556496594,0.6901466639124147,0.9475021678758085,0.9589992260493991,0.9362775112534568,0.8975733543005502,0.8912743845277397,0.9039619921467043,SALAMI,SALAMI_1394
189,0.7920424425601619,0.0,0.0,0.5108299999999986,0.0,0.6250000000000001,0.5555555555555556,0.7142857142857143,0.8750000000000001,0.7777777777777778,1.0,0.5,0.42857142857142855,0.6,0.8333333333333333,0.7142857142857143,1.0,0.5884735970690809,0.8238630358967134,0.46178299930891503,0.7696383321815251,0.9894469847799954,0.991426145859419,0.987475709864559,0.9752200157589063,0.9731117720093374,0.9773374143499935,SALAMI,SALAMI_1395
